Barcode	Count	Location
ZWF1bpft	31	fQsequences/P1B_S41/ZWF1bpft.fastq
unmatched	150340	fQsequences/P1B_S41/unmatched.fastq
total	150512
Barcode	Count	Location
AAT1aprt	27	fQsequences/P1B_S41/AAT1aprt.fastq
ACC1prt	14	fQsequences/P1B_S41/ACC1prt.fastq
ADP1prt	29	fQsequences/P1B_S41/ADP1prt.fastq
MPIprt	27	fQsequences/P1B_S41/MPIprt.fastq
SYA1prt	22	fQsequences/P1B_S41/SYA1prt.fastq
VPS13prt	11	fQsequences/P1B_S41/VPS13prt.fastq
ZWF1bprt	31	fQsequences/P1B_S41/ZWF1bprt.fastq
unmatched	150351	fQsequences/P1B_S41/unmatched.fastq
total	150512
Barcode	Count	Location
AAT1apft	203	fQsequences/P1R_S42/AAT1apft.fastq
ACC1pft	87	fQsequences/P1R_S42/ACC1pft.fastq
ADP1pft	12	fQsequences/P1R_S42/ADP1pft.fastq
MPIpft	228	fQsequences/P1R_S42/MPIpft.fastq
SYA1pft	183	fQsequences/P1R_S42/SYA1pft.fastq
VPS13pft	150	fQsequences/P1R_S42/VPS13pft.fastq
ZWF1bpft	137	fQsequences/P1R_S42/ZWF1bpft.fastq
unmatched	153053	fQsequences/P1R_S42/unmatched.fastq
total	154053
Barcode	Count	Location
AAT1aprt	201	fQsequences/P1R_S42/AAT1aprt.fastq
ACC1prt	84	fQsequences/P1R_S42/ACC1prt.fastq
ADP1prt	11	fQsequences/P1R_S42/ADP1prt.fastq
MPIprt	229	fQsequences/P1R_S42/MPIprt.fastq
SYA1prt	179	fQsequences/P1R_S42/SYA1prt.fastq
VPS13prt	149	fQsequences/P1R_S42/VPS13prt.fastq
ZWF1bprt	139	fQsequences/P1R_S42/ZWF1bprt.fastq
unmatched	153061	fQsequences/P1R_S42/unmatched.fastq
total	154053
Barcode	Count	Location
AAT1apft	18926	fQsequences/P2-50-50_S38/AAT1apft.fastq
ACC1pft	11071	fQsequences/P2-50-50_S38/ACC1pft.fastq
ADP1pft	21196	fQsequences/P2-50-50_S38/ADP1pft.fastq
MPIpft	20900	fQsequences/P2-50-50_S38/MPIpft.fastq
SYA1pft	19247	fQsequences/P2-50-50_S38/SYA1pft.fastq
VPS13pft	14162	fQsequences/P2-50-50_S38/VPS13pft.fastq
ZWF1bpft	18642	fQsequences/P2-50-50_S38/ZWF1bpft.fastq
unmatched	2487	fQsequences/P2-50-50_S38/unmatched.fastq
total	126631
Barcode	Count	Location
AAT1aprt	18664	fQsequences/P2-50-50_S38/AAT1aprt.fastq
ACC1prt	10865	fQsequences/P2-50-50_S38/ACC1prt.fastq
ADP1prt	21018	fQsequences/P2-50-50_S38/ADP1prt.fastq
MPIprt	20777	fQsequences/P2-50-50_S38/MPIprt.fastq
SYA1prt	19095	fQsequences/P2-50-50_S38/SYA1prt.fastq
VPS13prt	14111	fQsequences/P2-50-50_S38/VPS13prt.fastq
ZWF1bprt	18490	fQsequences/P2-50-50_S38/ZWF1bprt.fastq
unmatched	3611	fQsequences/P2-50-50_S38/unmatched.fastq
total	126631
Barcode	Count	Location
AAT1apft	18869	fQsequences/P2-80-20_S39/AAT1apft.fastq
ACC1pft	11319	fQsequences/P2-80-20_S39/ACC1pft.fastq
ADP1pft	21585	fQsequences/P2-80-20_S39/ADP1pft.fastq
MPIpft	17474	fQsequences/P2-80-20_S39/MPIpft.fastq
SYA1pft	17000	fQsequences/P2-80-20_S39/SYA1pft.fastq
VPS13pft	13989	fQsequences/P2-80-20_S39/VPS13pft.fastq
ZWF1bpft	15397	fQsequences/P2-80-20_S39/ZWF1bpft.fastq
unmatched	2228	fQsequences/P2-80-20_S39/unmatched.fastq
total	117861
Barcode	Count	Location
AAT1aprt	18747	fQsequences/P2-80-20_S39/AAT1aprt.fastq
ACC1prt	11178	fQsequences/P2-80-20_S39/ACC1prt.fastq
ADP1prt	21510	fQsequences/P2-80-20_S39/ADP1prt.fastq
MPIprt	17490	fQsequences/P2-80-20_S39/MPIprt.fastq
SYA1prt	16857	fQsequences/P2-80-20_S39/SYA1prt.fastq
VPS13prt	14058	fQsequences/P2-80-20_S39/VPS13prt.fastq
ZWF1bprt	15329	fQsequences/P2-80-20_S39/ZWF1bprt.fastq
unmatched	2692	fQsequences/P2-80-20_S39/unmatched.fastq
total	117861
Barcode	Count	Location
AAT1apft	26704	fQsequences/P2-90-10_S40/AAT1apft.fastq
ACC1pft	14737	fQsequences/P2-90-10_S40/ACC1pft.fastq
ADP1pft	27413	fQsequences/P2-90-10_S40/ADP1pft.fastq
MPIpft	27690	fQsequences/P2-90-10_S40/MPIpft.fastq
SYA1pft	25009	fQsequences/P2-90-10_S40/SYA1pft.fastq
VPS13pft	18464	fQsequences/P2-90-10_S40/VPS13pft.fastq
ZWF1bpft	17644	fQsequences/P2-90-10_S40/ZWF1bpft.fastq
unmatched	3153	fQsequences/P2-90-10_S40/unmatched.fastq
total	160814
Barcode	Count	Location
AAT1aprt	26496	fQsequences/P2-90-10_S40/AAT1aprt.fastq
ACC1prt	14548	fQsequences/P2-90-10_S40/ACC1prt.fastq
ADP1prt	27222	fQsequences/P2-90-10_S40/ADP1prt.fastq
MPIprt	27659	fQsequences/P2-90-10_S40/MPIprt.fastq
SYA1prt	24820	fQsequences/P2-90-10_S40/SYA1prt.fastq
VPS13prt	18528	fQsequences/P2-90-10_S40/VPS13prt.fastq
ZWF1bprt	17522	fQsequences/P2-90-10_S40/ZWF1bprt.fastq
unmatched	4019	fQsequences/P2-90-10_S40/unmatched.fastq
total	160814
Barcode	Count	Location
AAT1apft	16398	fQsequences/P2B_S45/AAT1apft.fastq
ACC1pft	10497	fQsequences/P2B_S45/ACC1pft.fastq
ADP1pft	19042	fQsequences/P2B_S45/ADP1pft.fastq
MPIpft	22442	fQsequences/P2B_S45/MPIpft.fastq
SYA1pft	20909	fQsequences/P2B_S45/SYA1pft.fastq
VPS13pft	13630	fQsequences/P2B_S45/VPS13pft.fastq
ZWF1bpft	19114	fQsequences/P2B_S45/ZWF1bpft.fastq
unmatched	94245	fQsequences/P2B_S45/unmatched.fastq
total	216277
Barcode	Count	Location
AAT1aprt	16280	fQsequences/P2B_S45/AAT1aprt.fastq
ACC1prt	10375	fQsequences/P2B_S45/ACC1prt.fastq
ADP1prt	18907	fQsequences/P2B_S45/ADP1prt.fastq
MPIprt	22439	fQsequences/P2B_S45/MPIprt.fastq
SYA1prt	20786	fQsequences/P2B_S45/SYA1prt.fastq
VPS13prt	13670	fQsequences/P2B_S45/VPS13prt.fastq
ZWF1bprt	18923	fQsequences/P2B_S45/ZWF1bprt.fastq
unmatched	94897	fQsequences/P2B_S45/unmatched.fastq
total	216277
Barcode	Count	Location
AAT1apft	21386	fQsequences/P2R_S46/AAT1apft.fastq
ACC1pft	12714	fQsequences/P2R_S46/ACC1pft.fastq
ADP1pft	24700	fQsequences/P2R_S46/ADP1pft.fastq
MPIpft	23567	fQsequences/P2R_S46/MPIpft.fastq
SYA1pft	20721	fQsequences/P2R_S46/SYA1pft.fastq
VPS13pft	15668	fQsequences/P2R_S46/VPS13pft.fastq
ZWF1bpft	15861	fQsequences/P2R_S46/ZWF1bpft.fastq
unmatched	187788	fQsequences/P2R_S46/unmatched.fastq
total	322405
Barcode	Count	Location
AAT1aprt	21220	fQsequences/P2R_S46/AAT1aprt.fastq
ACC1prt	12576	fQsequences/P2R_S46/ACC1prt.fastq
ADP1prt	24527	fQsequences/P2R_S46/ADP1prt.fastq
MPIprt	23622	fQsequences/P2R_S46/MPIprt.fastq
SYA1prt	20633	fQsequences/P2R_S46/SYA1prt.fastq
VPS13prt	15670	fQsequences/P2R_S46/VPS13prt.fastq
ZWF1bprt	15752	fQsequences/P2R_S46/ZWF1bprt.fastq
unmatched	188405	fQsequences/P2R_S46/unmatched.fastq
total	322405
Barcode	Count	Location
AAT1apft	8	fQsequences/P3B_S49/AAT1apft.fastq
ACC1pft	4	fQsequences/P3B_S49/ACC1pft.fastq
ADP1pft	5	fQsequences/P3B_S49/ADP1pft.fastq
MPIpft	8	fQsequences/P3B_S49/MPIpft.fastq
SYA1pft	14	fQsequences/P3B_S49/SYA1pft.fastq
VPS13pft	6	fQsequences/P3B_S49/VPS13pft.fastq
ZWF1bpft	11	fQsequences/P3B_S49/ZWF1bpft.fastq
unmatched	158421	fQsequences/P3B_S49/unmatched.fastq
total	158477
Barcode	Count	Location
AAT1aprt	9	fQsequences/P3B_S49/AAT1aprt.fastq
ACC1prt	4	fQsequences/P3B_S49/ACC1prt.fastq
ADP1prt	9	fQsequences/P3B_S49/ADP1prt.fastq
MPIprt	10	fQsequences/P3B_S49/MPIprt.fastq
SYA1prt	15	fQsequences/P3B_S49/SYA1prt.fastq
VPS13prt	6	fQsequences/P3B_S49/VPS13prt.fastq
ZWF1bprt	12	fQsequences/P3B_S49/ZWF1bprt.fastq
unmatched	158412	fQsequences/P3B_S49/unmatched.fastq
total	158477
Barcode	Count	Location
AAT1apft	5	fQsequences/P3R_S50/AAT1apft.fastq
ACC1pft	3	fQsequences/P3R_S50/ACC1pft.fastq
ADP1pft	8	fQsequences/P3R_S50/ADP1pft.fastq
MPIpft	9	fQsequences/P3R_S50/MPIpft.fastq
SYA1pft	6	fQsequences/P3R_S50/SYA1pft.fastq
VPS13pft	4	fQsequences/P3R_S50/VPS13pft.fastq
ZWF1bpft	11	fQsequences/P3R_S50/ZWF1bpft.fastq
unmatched	204188	fQsequences/P3R_S50/unmatched.fastq
total	204234
Barcode	Count	Location
AAT1aprt	10	fQsequences/P3R_S50/AAT1aprt.fastq
ACC1prt	5	fQsequences/P3R_S50/ACC1prt.fastq
ADP1prt	10	fQsequences/P3R_S50/ADP1prt.fastq
MPIprt	15	fQsequences/P3R_S50/MPIprt.fastq
SYA1prt	13	fQsequences/P3R_S50/SYA1prt.fastq
VPS13prt	6	fQsequences/P3R_S50/VPS13prt.fastq
ZWF1bprt	11	fQsequences/P3R_S50/ZWF1bprt.fastq
unmatched	204164	fQsequences/P3R_S50/unmatched.fastq
total	204234
Barcode	Count	Location
AAT1apft	6	fQsequences/P4B_S53/AAT1apft.fastq
ACC1pft	2	fQsequences/P4B_S53/ACC1pft.fastq
ADP1pft	6	fQsequences/P4B_S53/ADP1pft.fastq
MPIpft	8	fQsequences/P4B_S53/MPIpft.fastq
SYA1pft	6	fQsequences/P4B_S53/SYA1pft.fastq
VPS13pft	4	fQsequences/P4B_S53/VPS13pft.fastq
ZWF1bpft	3	fQsequences/P4B_S53/ZWF1bpft.fastq
unmatched	159344	fQsequences/P4B_S53/unmatched.fastq
total	159379
Barcode	Count	Location
AAT1aprt	8	fQsequences/P4B_S53/AAT1aprt.fastq
ACC1prt	2	fQsequences/P4B_S53/ACC1prt.fastq
ADP1prt	6	fQsequences/P4B_S53/ADP1prt.fastq
MPIprt	13	fQsequences/P4B_S53/MPIprt.fastq
SYA1prt	11	fQsequences/P4B_S53/SYA1prt.fastq
VPS13prt	4	fQsequences/P4B_S53/VPS13prt.fastq
ZWF1bprt	4	fQsequences/P4B_S53/ZWF1bprt.fastq
unmatched	159331	fQsequences/P4B_S53/unmatched.fastq
total	159379
Barcode	Count	Location
AAT1apft	0	fQsequences/P4R_S54/AAT1apft.fastq
ACC1pft	0	fQsequences/P4R_S54/ACC1pft.fastq
ADP1pft	0	fQsequences/P4R_S54/ADP1pft.fastq
MPIpft	1	fQsequences/P4R_S54/MPIpft.fastq
SYA1pft	0	fQsequences/P4R_S54/SYA1pft.fastq
VPS13pft	1	fQsequences/P4R_S54/VPS13pft.fastq
ZWF1bpft	2	fQsequences/P4R_S54/ZWF1bpft.fastq
unmatched	128513	fQsequences/P4R_S54/unmatched.fastq
total	128517
Barcode	Count	Location
AAT1aprt	1	fQsequences/P4R_S54/AAT1aprt.fastq
ACC1prt	2	fQsequences/P4R_S54/ACC1prt.fastq
ADP1prt	2	fQsequences/P4R_S54/ADP1prt.fastq
MPIprt	2	fQsequences/P4R_S54/MPIprt.fastq
SYA1prt	4	fQsequences/P4R_S54/SYA1prt.fastq
VPS13prt	0	fQsequences/P4R_S54/VPS13prt.fastq
ZWF1bprt	1	fQsequences/P4R_S54/ZWF1bprt.fastq
unmatched	128505	fQsequences/P4R_S54/unmatched.fastq
total	128517
Barcode	Count	Location
AAT1apft	20653	fQsequences/RIHO9-S_S19/AAT1apft.fastq
ACC1pft	11293	fQsequences/RIHO9-S_S19/ACC1pft.fastq
ADP1pft	23027	fQsequences/RIHO9-S_S19/ADP1pft.fastq
MPIpft	17830	fQsequences/RIHO9-S_S19/MPIpft.fastq
SYA1pft	17039	fQsequences/RIHO9-S_S19/SYA1pft.fastq
VPS13pft	13445	fQsequences/RIHO9-S_S19/VPS13pft.fastq
ZWF1bpft	15101	fQsequences/RIHO9-S_S19/ZWF1bpft.fastq
unmatched	1988	fQsequences/RIHO9-S_S19/unmatched.fastq
total	120376
Barcode	Count	Location
AAT1aprt	20416	fQsequences/RIHO9-S_S19/AAT1aprt.fastq
ACC1prt	11109	fQsequences/RIHO9-S_S19/ACC1prt.fastq
ADP1prt	22845	fQsequences/RIHO9-S_S19/ADP1prt.fastq
MPIprt	17746	fQsequences/RIHO9-S_S19/MPIprt.fastq
SYA1prt	16901	fQsequences/RIHO9-S_S19/SYA1prt.fastq
VPS13prt	13448	fQsequences/RIHO9-S_S19/VPS13prt.fastq
ZWF1bprt	14993	fQsequences/RIHO9-S_S19/ZWF1bprt.fastq
unmatched	2918	fQsequences/RIHO9-S_S19/unmatched.fastq
total	120376
